4.0	Using Scripture to Make Requests: Promises and Scripture Prayers (version: CUV)
（耶 3:12）	你去向北方宣告說： 耶和華說：背道的以色列啊，回來吧！ 我必不怒目看你們； 因為我是慈愛的， 我必不永遠存〔怒〕。 這是耶和華說的。
（耶 3:22）	你們這背道的兒女啊，回來吧！ 我要醫治你們背道的病。 看哪，我們來到你這裏， 因你是耶和華－我們的上帝。
（耶 31:9）	他們要哭泣而來。 我要照他們懇求的引導他們， 使他們在河水旁走正直的路， 在其上不致絆跌； 因為我是以色列的父， 以法蓮是我的長子。
（結 16:59-60）	「主耶和華如此說：你這輕看誓言、背棄盟約的，我必照你所行的待你。然而我要追念在你幼年時與你所立的約，也要與你立定永約。
（結 37:23）	也不再因偶像和可憎的物，並一切的罪過玷污自己。我卻要救他們出離一切的住處，就是他們犯罪的地方；我要潔淨他們，如此，他們要作我的子民，我要作他們的上帝。
（何 14:4）	我必醫治他們背道的病， 甘心愛他們； 因為我的怒氣向他們轉消。
（亞 10:6-7）	我要堅固猶大家，拯救約瑟家， 要領他們歸回。 我要憐恤他們； 他們必像未曾棄絕的一樣， 都因我是耶和華－他們的上帝， 我必應允他們〔的禱告〕。以法蓮人必如勇士； 他們心中暢快如同喝酒； 他們的兒女必看見而快活； 他們的心必因耶和華喜樂。
（結 22:15）	我必將你分散在列國，四散在列邦。我也必從你中間除掉你的污穢。
（結 36:25-27）	我必用清水灑在你們身上，你們就潔淨了。我要潔淨你們，使你們脫離一切的污穢，棄掉一切的偶像。我也要賜給你們一個新心，將新靈放在你們裏面，又從你們的肉體中除掉石心，賜給你們肉心。我必將我的靈放在你們裏面，使你們順從我的律例，謹守遵行我的典章。
（雅 5:19-20）	我的弟兄們，你們中間若有失迷真道的，有人使他回轉，這人該知道：叫一個罪人從迷路上轉回便是救一個靈魂不死，並且遮蓋許多的罪。

4.16.{3}	Promises to Give His People Strength
（代下 16:9）	耶和華的眼目遍察全地，要顯大能幫助向他心存誠實的人。你這事行得愚昧；此後，你必有爭戰的事。」
（詩 55:22）	你要把你的重擔卸給耶和華， 他必撫養你； 他永不叫義人動搖。
（詩 68:35）	上帝啊，你從聖所顯為可畏； 以色列的上帝是那將力量權能賜給他百姓的。 上帝是應當稱頌的！
（詩 80:18）	這樣，我們便不退後離開你； 求你救活我們，我們就要求告你的名。
（詩 118:14）	耶和華是我的力量，是我的詩歌； 他也成了我的拯救。
（詩 138:3）	我呼求的日子，你就應允我， 鼓勵我，使我心裏有能力。
（賽 28:5-6）	到那日，萬軍之耶和華 必作他餘剩之民的榮冠華冕，也作了在位上行審判者公平之靈， 並城門口打退仇敵者的力量。
（耶 31:25）	疲乏的人，我使他飽飫；愁煩的人，我使他知足。」
（亞 4:6）	他對我說：「這是耶和華指示所羅巴伯的。萬軍之耶和華說：不是倚靠勢力，不是倚靠才能，乃是倚靠我的靈〔方能成事〕。
（亞 10:12）	我必使他們倚靠我，得以堅固； 一舉一動必奉我的名。 這是耶和華說的。
（羅 8:37）	然而，靠着愛我們的〔主〕，在這一切的事上已經得勝有餘了。
（羅 14:4）	你是誰，竟論斷別人的僕人呢？他或站住或跌倒，自有他的主人在；而且他也必要站住，因為主能使他站住。
（羅 16:25）	惟有上帝能照我所傳的福音和所講的耶穌基督，並照永古隱藏不言的奧祕，堅固你們的心。
（林後 4:7）	我們有這寶貝放在瓦器裏，要顯明這莫大的能力是出於上帝，不是出於我們。
（林後 12:9）	他對我說：「我的恩典夠你用的，因為我的能力是在人的軟弱上顯得完全。」所以，我更喜歡誇自己的軟弱，好叫基督的能力覆庇我。
（腓 2:12-13）	這樣看來，我親愛的〔弟兄〕，你們既是常順服的，不但我在你們那裏，就是我如今不在你們那裏，更是順服的，就當恐懼戰兢做成你們得救的工夫。因為你們立志行事都是上帝在你們心裏運行，為要成就他的美意。
（西 1:29）	我也為此勞苦，照着他在我裏面運用的大能盡心竭力。
（出 31:3）	我也以我的靈充滿了他，使他有智慧，有聰明，有知識，能做各樣的工，
（提後 4:17）	惟有主站在我旁邊，加給我力量，使福音被我盡都傳明，叫外邦人都聽見；我也從獅子口裏被救出來。
（猶 1:24）	那能保守你們不失腳、叫你們無瑕無疵、歡歡喜喜站在他榮耀之前的我們的救主－獨一的上帝，
（申 32:36）	耶和華見他百姓毫無能力， 無論困住的、自由的都沒有〔剩下〕， 就必為他們伸冤， 為他的僕人後悔。
（撒上 14:6）	約拿單對拿兵器的少年人說：「我們不如過到未受割禮人的防營那裏去，或者耶和華為我們施展能力；因為耶和華使人得勝，不在乎人多人少。」
（撒下 22:18-19）	他救我脫離我的勁敵和那些恨我的人， 因為他們比我強盛。我遭遇災難的日子，他們來攻擊我； 但耶和華是我的倚靠。
（詩 10:14）	〔其實〕你已經觀看； 因為奸惡毒害，你都看見了， 為要以手施行報應。 無倚無靠的人把〔自己〕交託你； 你向來是幫助孤兒的。
（詩 103:14）	因為他知道我們的本體， 思念我們不過是塵土。
（賽 40:28-31）	你豈不曾知道嗎？ 你豈不曾聽見嗎？ 永在的上帝耶和華，創造地極的〔主〕， 並不疲乏，也不困倦； 他的智慧無法測度。疲乏的，他賜能力； 軟弱的，他加力量。就是少年人也要疲乏困倦； 強壯的也必全然跌倒。但那等候耶和華的必重新得力。 他們必如鷹展翅上騰； 他們奔跑卻不困倦， 行走卻不疲乏。
（詩 111:6）	他向百姓顯出大能的作為， 把外邦的地賜給他們為業。

4.17.{3}	Promises to Give Light in the Darkness
（伯 12:22）	他將深奧的事從黑暗中彰顯， 使死蔭顯為光明。
（詩 18:28）	你必點着我的燈； 耶和華－我的上帝必照明我的黑暗。
（詩 107:14）	他從黑暗中和死蔭裏領他們出來， 折斷他們的綁索。
（詩 112:4）	正直人在黑暗中，有光向他發現； 他有恩惠，有憐憫，有公義。
（賽 58:10）	你心若向飢餓的人發憐憫， 使困苦的人得滿足， 你的光就必在黑暗中發現； 你的幽暗必變如正午。
（路 1:78-79）	因我們上帝憐憫的心腸， 叫清晨的日光從高天臨到我們，要照亮坐在黑暗中死蔭裏的人， 把我們的腳引到平安的路上。
（約 12:46）	我到世上來，乃是光，叫凡信我的，不住在黑暗裏。
（伯 8:21）	他還要以喜笑充滿你的口， 以歡呼充滿你的嘴。
（伯 35:10）	卻無人說：造我的上帝在哪裏？ 他使人夜間歌唱，
（詩 16:10-11）	因為你必不將我的靈魂撇在陰間， 也不叫你的聖者見朽壞。你必將生命的道路指示我。 在你面前有滿足的喜樂； 在你右手中有永遠的福樂。
（詩 19:8）	耶和華的訓詞正直，能快活人的心； 耶和華的命令清潔，能明亮人的眼目。
（詩 30:5）	因為，他的怒氣不過是轉眼之間； 他的恩典乃是一生之久。 一宿雖然有哭泣， 早晨便必歡呼。
（詩 30:11）	你已將我的哀哭變為跳舞， 將我的麻衣脫去，給我披上喜樂，
（詩 40:3）	他使我口唱新歌， 就是讚美我們上帝的話。 許多人必看見而懼怕， 並要倚靠耶和華。
（詩 65:8）	住在地極的人因你的神蹟懼怕； 你使日出日落之地都歡呼。
（詩 97:11）	散布亮光是為義人； 預備喜樂是為正直人。
（賽 61:7）	你們〔必得〕加倍〔的好處〕，代替所受的羞辱； 分中所得的喜樂，必代替所受的凌辱。 在境內必得加倍〔的產業〕； 永遠之樂必歸與你們〔註：原文是他們〕。
（耶 31:12）	他們要來到錫安的高處歌唱， 又流歸耶和華施恩〔之地〕， 就是有五穀、新酒，和油， 並羊羔、牛犢〔之地〕。 他們的心必像澆灌的園子； 他們也不再有一點愁煩。
（耶 31:13-14）	那時，處女必歡樂跳舞； 年少的、年老的，也必一同歡樂； 因為我要使他們的悲哀變為歡喜， 並要安慰他們，使他們的愁煩轉為快樂。我必以肥油使祭司的心滿足； 我的百姓也要因我的恩惠知足。 這是耶和華說的。
（約 15:10-11）	你們若遵守我的命令，就常在我的愛裏，正如我遵守了我父的命令，常在他的愛裏。「這些事我已經對你們說了，是要叫我的喜樂存在你們心裏，並叫你們的喜樂可以滿足。

4.18.{3}	Promises to Those Who are Afflicted
（伯 36:15-16）	上帝藉着困苦救拔困苦人， 趁他們受欺壓開通他們的耳朵。上帝也必引你出離患難， 進入寬闊不狹窄之地； 擺在你席上的必滿有肥甘。
（詩 9:12）	因為那追討流人血之罪的－他記念受屈的人， 不忘記困苦人的哀求。
（詩 34:18-19）	耶和華靠近傷心的人， 拯救靈性痛悔的人。義人多有苦難， 但耶和華救他脫離這一切，
（賽 14:32）	可怎樣回答外邦〔註：或指非利士〕的使者呢？ 必說：耶和華建立了錫安； 他百姓中的困苦人必投奔在其中。
（賽 30:26）	當耶和華纏裹他百姓的損處，醫治他民鞭傷的日子，月光必像日光，日光必加七倍，像七日的光一樣。
（賽 30:29）	你們必唱歌，像守聖節的夜間一樣，並且心中喜樂，像人吹笛，上耶和華的山，到以色列的磐石那裏。
（哀 3:31-33）	因為主必不永遠丟棄人。主雖使人憂愁， 還要照他諸般的慈愛發憐憫。因他並不甘心使人受苦， 使人憂愁。
（鴻 1:12）	耶和華如此說： 尼尼微雖然勢力充足，人數繁多， 也被剪除，歸於無有。 猶大啊，我雖然使你受苦， 卻不再使你受苦。
（約 15:2）	凡屬我不結果子的枝子，他就剪去；凡結果子的，他就修理乾淨，使枝子結果子更多。
（林後 4:16-17）	所以，我們不喪膽。外體雖然毀壞，內心卻一天新似一天。我們這至暫至輕的苦楚，要為我們成就極重無比、永遠的榮耀。
（來 12:11）	凡管教的事，當時不覺得快樂，反覺得愁苦；後來卻為那經練過的人結出平安的果子，就是義。
（雅 1:12）	忍受試探的人是有福的，因為他經過試驗以後，必得生命的冠冕；這是〔主〕應許給那些愛他之人的。
（彼前 5:10）	那賜諸般恩典的上帝曾在基督裏召你們，得享他永遠的榮耀，等你們暫受苦難之後，必要親自成全你們，堅固你們，賜力量給你們。
（詩 37:39）	但義人得救是由於耶和華； 他在患難時作他們的營寨。
（詩 46:1-2）	上帝是我們的避難所，是我們的力量， 是〔我們〕在患難中隨時的幫助。所以，地雖改變， 山雖搖動到海心，
（詩 66:12）	你使人坐車軋我們的頭； 我們經過水火， 你卻使我們到豐富之地。
（約 16:33）	我將這些事告訴你們，是要叫你們在我裏面有平安。在世上，你們有苦難；但你們可以放心，我已經勝了世界。」
（詩 84:5-7）	靠你有力量、心中想往錫安大道的， 這人便為有福！他們經過「流淚谷」，叫這谷變為泉源之地； 並有秋雨之福蓋滿了全谷。他們行走，力上加力， 各人到錫安朝見上帝。
（林後 1:10）	他曾救我們脫離那極大的死亡，現在仍要救我們，並且我們指望他將來還要救我們。

4.19.{3}	Promises to Those Who are Anxious and Afraid
（創 15:1）	這事以後，耶和華在異象中有話對亞伯蘭說：「亞伯蘭，你不要懼怕！我是你的盾牌，必大大地賞賜你。」
（王下 6:16）	神人說：「不要懼怕！與我們同在的比與他們同在的更多。」
（賽 25:7-8）	他又必在這山上除滅遮蓋萬民之物和遮蔽萬國蒙臉的帕子。他已經吞滅死亡直到永遠。主耶和華必擦去各人臉上的眼淚，又除掉普天下他百姓的羞辱，因為這是耶和華說的。
（耶 46:27-28）	我的僕人雅各啊，不要懼怕！ 以色列啊，不要驚惶！ 因我要從遠方拯救你， 從被擄到之地拯救你的後裔。 雅各必回來，得享平靖安逸， 無人使他害怕。我的僕人雅各啊，不要懼怕！ 因我與你同在。 我要將我所趕你到的那些國滅絕淨盡， 卻不將你滅絕淨盡， 倒要從寬懲治你， 萬不能不罰你〔註：不罰你：或譯以你為無罪〕。 這是耶和華說的。
（哀 3:57）	我求告你的日子，你臨近我， 說：不要懼怕！
（亞 8:13）	猶大家和以色列家啊，你們從前在列國中怎樣成為可咒詛的；照樣，我要拯救你們，使人稱你們為有福的〔註：或譯：使你們叫人得福〕。你們不要懼怕，手要強壯。」
（路 1:73-74）	就是他對我們祖宗亞伯拉罕所起的誓－叫我們既從仇敵手中被救出來，
（約一 4:18-19）	愛裏沒有懼怕；愛既完全，就把懼怕除去。因為懼怕裏含着刑罰，懼怕的人在愛裏未得完全。我們愛，因為上帝先愛我們。
（利 26:3）	「你們若遵行我的律例，謹守我的誡命，
（利 26:5-6）	你們打糧食要打到摘葡萄的時候，摘葡萄要摘到撒種的時候；並且要吃得飽足，在你們的地上安然居住。我要賜平安在〔你們的〕地上；你們躺臥，無人驚嚇。我要叫惡獸從〔你們的〕地上熄滅；刀劍也必不經過你們的地。
（詩 119:165）	愛你律法的人有大平安， 甚麼都不能使他們絆腳。
（賽 26:3）	堅心倚賴〔你的〕， 你必保守他十分平安， 因為他倚靠你。
（賽 32:17）	公義的果效必是平安； 公義的效驗必是平穩，直到永遠。
（賽 60:17）	我要拿金子代替銅， 拿銀子代替鐵， 拿銅代替木頭， 拿鐵代替石頭； 並要以和平為你的官長， 以公義為你的監督。

4.20.{3}	Promises Regarding Wisdom
（箴 2:1-7）	我兒，你若領受我的言語， 存記我的命令，側耳聽智慧， 專心求聰明，呼求明哲， 揚聲求聰明，尋找它，如尋找銀子， 搜求它，如搜求隱藏的珍寶，你就明白敬畏耶和華， 得以認識上帝。因為，耶和華賜人智慧； 知識和聰明都由他口而出。他給正直人存留真智慧， 給行為純正的人作盾牌，
（箴 3:16-18）	她右手有長壽， 左手有富貴。她的道是安樂； 她的路全是平安。她與持守她的作生命樹； 持定她的，俱各有福。
（箴 4:8-9）	高舉智慧，她就使你高升； 懷抱智慧，她就使你尊榮。她必將華冠加在你頭上， 把榮冕交給你。
（箴 8:15-17）	帝王藉我坐國位； 君王藉我定公平。王子和首領， 世上一切的審判官，都是藉我掌權。愛我的，我也愛他； 懇切尋求我的，必尋得見。
（箴 8:34-35）	聽從我、日日在我門口仰望、 在我門框旁邊等候的，那人便為有福。因為尋得我的，就尋得生命， 也必蒙耶和華的恩惠。
（箴 9:10-11）	敬畏耶和華是智慧的開端； 認識至聖者便是聰明。你藉着我，日子必增多， 年歲也必加添。
（箴 24:3-4）	房屋因智慧建造， 又因聰明立穩；其中因知識充滿各樣美好寶貴的財物。
（箴 24:5-6）	智慧人大有能力； 有知識的人力上加力。你去打仗，要憑智謀； 謀士眾多，人便得勝。
（傳 7:12）	因為智慧護庇人， 好像銀錢護庇人一樣。 惟獨智慧能保全智慧人的生命。 這就是知識的益處。
（賽 50:4）	主耶和華賜我受教者的舌頭， 使我知道怎樣用言語扶助疲乏的人。 主每早晨提醒， 提醒我的耳朵， 使我能聽，像受教者一樣。
（耶 3:15）	我也必將合我心的牧者賜給你們。他們必以知識和智慧牧養你們。」
（太 10:19-20）	你們被交的時候，不要思慮怎樣說話，或說甚麼話。到那時候，必賜給你們當說的話；因為不是你們自己說的，乃是你們父的靈在你們裏頭說的。
（路 21:15）	因為我必賜你們口才、智慧，是你們一切敵人所敵不住、駁不倒的。
（西 2:3）	所積蓄的一切智慧知識，都在他裏面藏着。
（雅 1:5）	你們中間若有缺少智慧的，應當求那厚賜與眾人、也不斥責人的上帝，〔主〕就必賜給他。

4.21.{3}	Promises to Give Guidance
（出 15:13）	你憑慈愛領了你所贖的百姓； 你憑能力引他們到了你的聖所。
（申 1:33）	他在路上，在你們前面行，為你們找安營的地方；夜間在火〔柱〕裏，日間在雲〔柱〕裏，指示你們所當行的路。」
（詩 32:8）	我要教導你，指示你當行的路； 我要定睛在你身上勸戒你。
（詩 48:14）	因為這上帝永永遠遠為我們的上帝； 他必作我們引路的，直到死時。
（箴 3:5-6）	你要專心仰賴耶和華， 不可倚靠自己的聰明，在你一切所行的事上都要認定他， 他必指引你的路。
（箴 16:3）	你所做的，要交託耶和華， 你所謀的，就必成立。
（箴 16:9）	人心籌算自己的道路； 惟耶和華指引他的腳步。
（賽 42:16）	我要引瞎子行不認識的道， 領他們走不知道的路； 在他們面前使黑暗變為光明， 使彎曲變為平直。 這些事我都要行， 並不離棄他們。
（賽 48:17）	耶和華－你的救贖主， 以色列的聖者如此說： 我是耶和華－你的上帝， 教訓你，使你得益處， 引導你所當行的路。

4.22.{3}	Promises to Give Needed Provision
（申 2:7）	因為耶和華－你的上帝在你手裏所辦的一切事上已賜福與你。你走這大曠野，他都知道了。這四十年，耶和華－你的上帝常與你同在，故此你一無所缺。』
（王上 17:14）	因為耶和華－以色列的上帝如此說：罈內的麵必不減少，瓶裏的油必不缺短，直到耶和華使雨降在地上的日子。」
（王下 3:16-18）	他便說：「耶和華如此說：『你們要在這谷中滿處挖溝；因為耶和華如此說：你們雖不見風，不見雨，這谷必滿了水，使你們和牲畜有水喝。』在耶和華眼中這還算為小事，他也必將摩押人交在你們手中。
（詩 23:1-3）	耶和華是我的牧者， 我必不致缺乏。他使我躺臥在青草地上， 領我在可安歇的水邊。他使我的靈魂甦醒， 為自己的名引導我走義路。
（詩 81:10）	我是耶和華－你的上帝， 曾把你從埃及地領上來； 你要大大張口，我就給你充滿。
（賽 33:15-16）	行事公義、說話正直、 憎惡欺壓的財利、 擺手不受賄賂、 塞耳不聽流血的話， 閉眼不看邪惡事的，他必居高處； 他的保障是磐石的堅壘； 他的糧必不缺乏〔註：原文是賜給〕； 他的水必不斷絕。
（詩 104:27-28）	這都仰望你按時給牠食物。你給牠們，牠們便拾起來； 你張手，牠們飽得美食。
（太 6:33）	你們要先求他的國和他的義，這些東西都要加給你們了。
（路 12:32）	你們這小群，不要懼怕，因為你們的父樂意把國賜給你們。
（腓 4:19）	我的上帝必照他榮耀的豐富，在基督耶穌裏，使你們一切所需用的都充足。

4.23.{3}	Promises to Give Needed Protection
（申 33:12）	論便雅憫說： 耶和華所親愛的必同耶和華安然居住； 耶和華終日遮蔽他，也住在他兩肩之中。
（伯 11:18-19）	你因有指望就必穩固， 也必〔四圍〕巡查，坦然安息。你躺臥，無人驚嚇， 且有許多人向你求恩。
（詩 3:5）	我躺下睡覺，我醒着， 耶和華都保佑我。
（詩 4:8）	我必安然躺下睡覺， 因為獨有你－耶和華使我安然居住。
（詩 9:9）	耶和華又要給受欺壓的人作高臺， 在患難的時候作高臺。
（詩 27:5）	因為我遭遇患難，他必暗暗地保守我； 在他亭子裏，把我藏在他帳幕的隱密處， 將我高舉在磐石上。
（詩 54:4）	上帝是幫助我的，是扶持我命的。
（詩 75:3）	地和其上的居民都消化了； 我曾立了地的柱子。（細拉）
（詩 91:14）	上帝〔說〕：因為他專心愛我，我就要搭救他； 因為他知道我的名，我要把他安置在高處。
（詩 91:9-11）	耶和華是我的避難所； 你已將至高者當你的居所，禍患必不臨到你， 災害也不挨近你的帳棚。因他要為你吩咐他的使者， 在你行的一切道路上保護你。
（詩 121:7-8）	耶和華要保護你，免受一切的災害； 他要保護你的性命。你出你入，耶和華要保護你， 從今時直到永遠。
（詩 125:2）	眾山怎樣圍繞耶路撒冷， 耶和華也照樣圍繞他的百姓， 從今時直到永遠。
（箴 18:10）	耶和華的名是堅固臺； 義人奔入便得安穩。
（賽 46:3-4）	雅各家，以色列家一切餘剩的要聽我言： 你們自從生下，就蒙〔我〕保抱， 自從出胎，便蒙〔我〕懷搋。直到你們年老，我仍這樣； 直到你們髮白，我仍懷搋。 我已造作，也必保抱； 我必懷抱，也必拯救。

4.24.{3}	Promises that God is Fighting for His People
（出 14:14）	耶和華必為你們爭戰；你們只管靜默，不要作聲。」
（申 1:30-31）	在你們前面行的耶和華－你們的上帝必為你們爭戰，正如他在埃及和曠野，在你們眼前所行的一樣。你們在曠野所行的路上，也曾見耶和華－你們的上帝撫養你們，如同人撫養兒子一般，直等你們來到這地方。』
（申 20:1）	「你出去與仇敵爭戰的時候，看見馬匹、車輛，並有比你多的人民，不要怕他們，因為領你出埃及地的耶和華－你上帝與你同在。
（申 20:4）	因為耶和華－你們的上帝與你們同去，要為你們與仇敵爭戰，拯救你們。』
（書 10:8）	耶和華對約書亞說：「不要怕他們；因為我已將他們交在你手裏，他們無一人能在你面前站立得住。」
（書 10:25）	約書亞對他們說：「你們不要懼怕，也不要驚惶。應當剛強壯膽，因為耶和華必這樣待你們所要攻打的一切仇敵。」
（王下 17:39）	但要敬畏耶和華－你們的上帝，他必救你們脫離一切仇敵的手。」
（代下 20:17）	猶大和耶路撒冷人哪，這次你們不要爭戰，要擺陣站着，看耶和華為你們施行拯救。不要恐懼，也不要驚惶。明日當出去迎敵，因為耶和華與你們同在。』」
（詩 55:18）	他救贖我命脫離攻擊我的人， 使我得享平安， 因為與我〔相爭的〕人甚多。
（詩 81:13-16）	甚願我的民肯聽從我， 以色列肯行我的道，我便速速治服他們的仇敵， 反手攻擊他們的敵人。恨耶和華的人必來投降， 但他的百姓必永久長存。他也必拿上好的麥子給他們吃， 又拿從磐石出的蜂蜜叫他們飽足。
（賽 30:30）	耶和華必使人聽他威嚴的聲音，又顯他降罰的膀臂和他怒中的忿恨，並吞滅的火焰與霹雷、暴風、冰雹。
（賽 30:32）	耶和華必將命定的杖加在他身上；每打一下，人必擊鼓彈琴。打仗的時候，耶和華必掄起〔手〕來，與他交戰。
（賽 41:11-12）	凡向你發怒的必都抱愧蒙羞； 與你相爭的必如無有，並要滅亡。與你爭競的，你要找他們也找不着； 與你爭戰的必如無有，成為虛無。
（賽 49:25）	但耶和華如此說： 就是勇士所擄掠的，也可以奪回； 強暴人所搶的，也可以解救。 與你相爭的，我必與他相爭； 我要拯救你的兒女。
（賽 54:15）	即或有人聚集，卻不由於我； 凡聚集攻擊你的，必因你仆倒〔註：或譯：投降你〕。
（賽 54:17）	凡為攻擊你造成的器械必不利用； 凡在審判時興起用舌攻擊你的， 你必定他為有罪。 這是耶和華僕人的產業， 是他們從我所得的義。 這是耶和華說的。
（耶 50:33-34）	萬軍之耶和華如此說：「以色列人和猶大人一同受欺壓；凡擄掠他們的都緊緊抓住他們，不肯釋放。他們的救贖主大有能力，萬軍之耶和華是他的名。他必伸清他們的冤，好使全地得平安，並攪擾巴比倫的居民。」
（結 34:27）	田野的樹必結果，地也必有出產；他們必在故土安然居住。我折斷他們所負的軛，救他們脫離那以他們為奴之人的手；那時，他們就知道我是耶和華。
（彌 2:13）	開路的〔註：或譯：破城的〕在他們前面上去； 他們直闖過城門，從城門出去。 他們的王在前面行； 耶和華引導他們。

4.25.{3}	Promises on the Power of the Cross Over Satan
（創 3:15）	我又要叫你和女人彼此為仇； 你的後裔和女人的後裔也彼此為仇。 女人的後裔要傷你的頭； 你要傷他的腳跟。
（賽 27:1）	到那日，耶和華必用他剛硬有力的大刀刑罰鱷魚－就是那快行的蛇，刑罰鱷魚－就是那曲行的蛇，並殺海中的大魚。
（彌 5:11-12）	也必從你國中除滅城邑， 拆毀一切的保障，又必除掉你手中的邪術； 你那裏也不再有占卜的。
（路 10:19）	我已經給你們權柄可以踐踏蛇和蠍子，又勝過仇敵一切的能力，斷沒有甚麼能害你們。
（約 12:31-32）	現在這世界受審判，這世界的王要被趕出去。我若從地上被舉起來，就要吸引萬人來歸我。」
（西 1:13）	他救了我們脫離黑暗的權勢，把我們遷到他愛子的國裏；
（西 2:14-15）	又塗抹了在律例上所寫、攻擊我們、有礙於我們的字據，把它撤去，釘在十字架上。既將一切執政的、掌權的擄來，明顯給眾人看，就仗着十字架誇勝。
（來 2:14-15）	兒女既同有血肉之體，他也照樣親自成了血肉之體，特要藉着死敗壞那掌死權的，就是魔鬼，並要釋放那些一生因怕死而為奴僕的人。
（雅 4:7）	故此，你們要順服上帝。務要抵擋魔鬼，魔鬼就必離開你們逃跑了。
（彼前 3:22）	耶穌已經進入天堂，在上帝的右邊；眾天使和有權柄的，並有能力的，都服從了他。
（約一 3:8）	犯罪的是屬魔鬼，因為魔鬼從起初就犯罪。上帝的兒子顯現出來，為要除滅魔鬼的作為。
（約一 4:4）	小子們哪，你們是屬上帝的，並且勝了他們；因為那在你們裏面的，比那在世界上的更大。
（約一 5:4）	因為凡從上帝生的，就勝過世界；使我們勝了世界的，就是我們的信心。
（約一 5:18）	我們知道凡從上帝生的，必不犯罪，從上帝生的，必保守自己〔註：有古卷：那從上帝生的必保護他〕，那惡者也就無法害他。
（啟 12:10-11）	我聽見在天上有大聲音說：「我上帝的救恩、能力、國度，並他基督的權柄，現在都來到了！因為那在我們上帝面前晝夜控告我們弟兄的，已經被摔下去了。弟兄勝過牠，是因羔羊的血和自己所見證的道。他們雖至於死，也不愛惜性命。
（啟 17:14）	他們與羔羊爭戰，羔羊必勝過他們，因為羔羊是萬主之主、萬王之王。同着羔羊的，就是蒙召、被選、有忠心的，〔也必得勝〕。」

4.26.{3}	Promises to Save Our Children and Future Generations
（創 17:7）	我要與你並你世世代代的後裔堅立我的約，作永遠的約，是要作你和你後裔的上帝。
（申 4:37）	因他愛你的列祖，所以揀選他們的後裔，用大能親自領你出了埃及，
（詩 22:31）	他們必來把他的公義傳給將要生的民， 言明這事是他所行的。
（詩 102:28）	你僕人的子孫要長存； 他們的後裔要堅立在你面前。
（賽 44:3-5）	因為我要將水澆灌口渴的人， 將河澆灌乾旱之地。 我要將我的靈澆灌你的後裔， 將我的福澆灌你的子孫。他們要發生在草中， 像溪水旁的柳樹。這個要說：我是屬耶和華的； 那個要以雅各的名自稱； 又一個要親手寫：歸耶和華的〔註：或譯：在手上寫歸耶和華〕， 並自稱為以色列。
（賽 59:21）	耶和華說：「至於我與他們所立的約乃是這樣：我加給你的靈，傳給你的話，必不離你的口，也不離你後裔與你後裔之後裔的口，從今直到永遠；這是耶和華說的。」
（賽 61:9）	他們的後裔必在列國中被人認識； 他們的子孫在眾民中也是如此。 凡看見他們的必認他們是耶和華賜福的後裔。
（賽 65:23-24）	他們必不徒然勞碌， 所生產的，也不遭災害， 因為都是蒙耶和華賜福的後裔； 他們的子孫也是如此。他們尚未求告，我就應允； 正說話的時候，我就垂聽。
（耶 30:10）	故此，耶和華說： 我的僕人雅各啊，不要懼怕； 以色列啊，不要驚惶； 因我要從遠方拯救你， 從被擄到之地拯救你的後裔； 雅各必回來得享平靖安逸， 無人使他害怕。
（耶 31:16-17）	耶和華如此說： 你禁止聲音不要哀哭， 禁止眼目不要流淚， 因你所做之工必有賞賜； 他們必從敵國歸回。 這是耶和華說的。耶和華說：你末後必有指望； 你的兒女必回到自己的境界。
（申 4:40）	我今日將他的律例誡命曉諭你，你要遵守，使你和你的子孫可以得福，並使你的日子在耶和華－你上帝所賜的地上得以長久。」
（申 5:29）	惟願他們存這樣的心敬畏我，常遵守我的一切誡命，使他們和他們的子孫永遠得福。
（申 12:28）	你要謹守聽從我所吩咐的一切話，行耶和華－你上帝眼中看為善，看為正的事。這樣，你和你的子孫就可以永遠享福。」
（申 5:16）	「『當照耶和華－你上帝所吩咐的孝敬父母，使你得福，並使你的日子在耶和華－你上帝所賜你的地上得以長久。
（申 11:18-21）	「你們要將我這話存在心內，留在意中，繫在手上為記號，戴在額上為經文；也要教訓你們的兒女，無論坐在家裏，行在路上，躺下，起來，都要談論；又要寫在房屋的門框上，並城門上，使你們和你們子孫的日子在耶和華向你們列祖起誓、應許給他們的地上得以增多，如天覆地的日子那樣多。
（詩 112:1-2）	你們要讚美耶和華！ 敬畏耶和華，甚喜愛他命令的， 這人便為有福！他的後裔在世必強盛； 正直人的後代必要蒙福。
（箴 20:7）	行為純正的義人， 他的子孫是有福的！

4.27.{3}	Promises to Those Who Seek God
（詩 34:10）	少壯獅子還缺食忍餓， 但尋求耶和華的甚麼好處都不缺。
（拉 8:22）	我求王撥步兵馬兵幫助我們抵擋路上的仇敵，本以為羞恥；因我曾對王說：「我們上帝施恩的手必幫助一切尋求他的；但他的能力和忿怒必攻擊一切離棄他的。」
（代下 7:14）	這稱為我名下的子民，若是自卑、禱告，尋求我的面，轉離他們的惡行，我必從天上垂聽，赦免他們的罪，醫治他們的地。
（申 4:29）	但你們在那裏必尋求耶和華－你的上帝。你盡心盡性尋求他的時候，就必尋見。
（箴 28:5）	壞人不明白公義； 惟有尋求耶和華的，無不明白。
